1;1;"le";1;"Para executar a <a width='300' trans='Antes de ler o texto, observe a ilustra&ccedil&atilde;o apresentada. Sobre o que voc&ecirc; acha que vai tratar este texto? Quest&atilde;o 1. Que tipo de expectativa de conte&uacute;do voc&ecirc; criou a partir da ilustra&ccedil&atilde;o?' href='#'>atividade de pr&eacute;-leitura</a> voc&ecirc; teve que recorrer ao seu conhecimento pr&eacute;vio de mundo para criar hip&oacute;teses sobre o tema do texto. Essas expectativas de conte&uacute;do podem facilitar a sua leitura. Nos textos de populariza&ccedil;&atilde;o cient&iacute;fica (New Scientist, Super Interessante) essas expectativas podem ser criadas a partir da ilustra&ccedil;&atilde;o. Em textos acad&ecirc;micos, elas podem ser desencadeadas a partir da leitura do t&iacute;tulo, <i> abstract </i> ou da introdu&ccedil;&atilde;o do trabalho."
1;1;"li";1;"Para responder &agrave; <a width='300' trans='Quest&atilde;o 6. Considerando o &uacute;ltimo par&aacute;grafo do texto, indique o que o autor est&aacute; apresentando como: a) fatos; b) possibilidades.' href='#'>quest&atilde;o 6</a> voc&ecirc; deve ter percebido que as informa&ccedil;&otilde;es apresentadas foram introduzidas por tempos verbais diferentes. O tempo presente introduziu os fatos e o tempo futuro, as possibilidades futuras apresentadas pelo projeto."
1;2;"le";1;"Na <a href='#' width='300' trans='1. As hip&oacute;teses sobre o conte&uacute;do que voc&ecirc; levantou antes de ler o texto foram confirmadas? Se n&atilde;o foram, tente refletir em qu&ecirc; e por qu&ecirc; as informa&ccedil;&otilde;es veiculadas pelo texto diferiram das suas expectativas iniciais.'>quest&atilde;o 1</a> voc&ecirc; refletiu sobre as hip&oacute;teses que voc&ecirc; levantou antes de come&ccedil;ar a ler o texto. Essas hip&oacute;teses foram de duas naturezas: g&ecirc;nero do texto e tema do texto. E poss&iacute;vel ter expectativas de conte&uacute;do a partir do g&ecirc;nero. Voc&ecirc; sabe como uma biografia se estrutura tendo como base outras biografias que voc&ecirc; j&aacute; leu, que t&ecirc;m um padr&atilde;o parecido. As expectativas tanto de g&ecirc;nero quanto de tema s&atilde;o importantes na leitura em l&iacute;ngua estrangeira, pois elas podem ajud&aacute;-lo a deduzir a informa&ccedil;&atilde;o veiculada pelo texto e, assim, superar as dificuldades geradas pelo seu desconhecimento do vocabul&aacute;rio e da estrutura do ingl&ecirc;s."
1;2;"le";2;"A <a href='#' width='300' trans='4. Por que o casamento de Freud com Martha Bernay foi um empecilho para que ele se tornasse um pesquisador desde o in&iacute;cio de sua carreira?'>quest&atilde;o 4</a> foi elaborada para chamar sua aten&ccedil;&atilde;o para o fato de que, muitas vezes, a compreens&atilde;o de um texto implica a recupera&ccedil;&atilde;o de informa&ccedil;&atilde;o que aparece apenas subentendida. Conforme explicitado na resposta desta quest&atilde;o, &eacute; poss&iacute;vel, pela estrutura da senten&ccedil;a (linhas 15-17), perceber que existe uma rela&ccedil;&atilde;o entre 'financial means' e 'married Martha Bernay'. A raz&atilde;o dessa rela&ccedil;&atilde;o n&atilde;o est&aacute; dita no texto e voc&ecirc; tem que recuper&aacute;-la de seu conhecimento pr&eacute;vio de mundo. Uma possibilidade seria: no in&iacute;cio do s&eacute;culo cabia ao homem a responsabilidade financeira pela fam&iacute;lia. A recupera&ccedil;&atilde;o da informa&ccedil;&atilde;o subentendida &eacute; essencial para a compreens&atilde;o do texto em detalhes."
1;2;"li";1;"A <a href='#' width='300' trans='3. Quais as etapas que levaram ao desenvolvimento da psican&aacute;lise e por que ela n&atilde;o foi inicialmente bem recebida?'>quest&atilde;o 3</a> foi elaborada para chamar sua aten&ccedil;&atilde;o para uma caracter&iacute;stica desse texto como um todo que &eacute; especialmente relevante nesse par&aacute;grafo: o n&uacute;mero elevado de palavras de origem latina (cognatas), que facilitam a leitura por serem transparentes para falantes de portugu&ecirc;s. Essas palavras tendem a ser mais freq&uuml;entes em textos acad&ecirc;micos. Exemplos de cognatos: symptoms, hysteria, events, psychoanalysis, association, etc..."
1;2;"li";2;"Na <a href='#' width='300' trans='6. Na linha 31 o texto fala de uma substitui&ccedil;&atilde;o. Que substitui&ccedil;&atilde;o &eacute; essa?'>pergunta 6</a> nosso objetivo foi chamar sua aten&ccedil;&atilde;o para o fato de que a tradu&ccedil;&atilde;o mais literal da preposi&ccedil;&atilde;o 'with' (com) n&atilde;o funciona neste contexto. Note que nem sempre a preposi&ccedil;&atilde;o exigida pelos verbos em portugu&ecirc;s s&atilde;o as mesmas do ingl&ecirc;s. Para determinar que preposi&ccedil;&atilde;o cabe no contexto, voc&ecirc; precisa levar em considera&ccedil;&atilde;o tamb&eacute;m o sentido do texto. S&oacute; com base no sentido do texto voc&ecirc; &eacute; capaz de perceber que o sentido da senten&ccedil;a 'This substitution of free association for hipnotism' &eacute; 'Essa associa&ccedil;&atilde;o livre ficou no lugar da hipnose' e n&atilde;o vice versa."
1;3;"le";1;"Na <a href='#' width='400' trans='1. As hip&oacute;teses sobre conte&uacute;do que voc&ecirc; levantou foram confirmadas? Reflita sobre o tipo de pistas que voc&ecirc; utilizou para formular essas hip&oacute;teses na pr&eacute;-leitura'>quest&atilde;o 1</a> voc&ecirc; refletiu sobre as pistas que o levaram a, intuitivamente, levantar hip&oacute;teses sobre o texto e foi chamada a sua aten&ccedil;&atilde;o para o t&iacute;tulo do mesmo. T&iacute;tulos s&atilde;o apresentados de forma sint&eacute;tica e, por esta raz&atilde;o, a sua compreens&atilde;o depende, fundamentalmente, de conhecimentos pr&eacute;vios, tanto ling&uuml;&iacute;stico quanto de mundo. Por exemplo: voc&ecirc; precisa saber que 'tomb' significa 't&uacute;mulo' (conhecimento ling&uuml;&iacute;stico) e que Nefertari foi uma rainha eg&iacute;pcia (conhecimento de mundo) para levantar hip&oacute;teses mais acertadas sobre o assunto do texto. Quando o t&iacute;tulo n&atilde;o fica claro para o leitor, algumas vezes a leitura do(s) par&aacute;grafo(s) iniciais pode oferecer pistas para construir hip&oacute;teses sobre o conte&uacute;do do texto. Essas hip&oacute;teses, como j&aacute; foi visto, podem nortear e facilitar a leitura em l&iacute;ngua estrangeira."
1;3;"le";2;"Para responder &agrave;s quest&otilde;es <a href='#' width='400' trans='2. Por que o t&uacute;mulo de Nefertari n&atilde;o foi aberto para visita&ccedil;&atilde;o ap&oacute;s a restaura&ccedil;&atilde;o?'>2</a>, <a href='#' width='400' trans='3. Quais os dados apresentados pelo autor para fundamentar a poss&iacute;vel gravidade do problema central apontado no texto?'>3</a> e <a href='#' width='400' trans='4. Quais as possibilidades de solu&ccedil;&atilde;o para evitar que a visita&ccedil;&atilde;o ao t&uacute;mulo deteriore as pinturas?'>4</a>, voc&ecirc; precisou enfocar as diferentes partes que constituem a estrutura geral deste texto: apresenta&ccedil;&atilde;o do problema (par&aacute;grafo 1), descri&ccedil;&atilde;o do problema (par&aacute;grafos 2 e 3) e solu&ccedil;&atilde;o prevista para o problema (par&aacute;grafo 4). Os textos, principalmente os acad&ecirc;micos, tendem a organizar a informa&ccedil;&atilde;o e veicul&aacute;-la em &ldquo;blocos&rdquo; (no caso, os par&aacute;grafos) com fun&ccedil;&otilde;es espec&iacute;ficas. Ter consci&ecirc;ncia sobre a estrutura&ccedil;&atilde;o global do texto pode auxili&aacute;-lo a monitorar sua compreens&atilde;o. "
1;3;"li";1;"As quest&otilde;es <a href='#' width='400' trans='5. Leia o texto novamente e traduza os verbos abaixo:<br/>have been restored<br/>was buried<br/>was discovered<br/>has been installed<br/>was done'> 5 </a> e <a href='#' width='400' trans='6. Voc&ecirc; encontra abaixo duas formas verbais distintas. A tradu&ccedil;&atilde;o de ambas para o portugu&ecirc;s &eacute; feita, na maioria das vezes, no pret&eacute;rio perfeito do indicativo. Por que voc&ecirc; acha que h&aacute; dois tempos verbais diferentes para expressar o pret&eacute;rito perfeito do indicativo do portugu&ecirc;s?'>6</a> visaram a chamar sua aten&ccedil;&atilde;o para um tempo verbal - <em>present perfect</em> - que n&atilde;o tem correspondente em portugu&ecirc;s e que pode ser traduzido no presente simples, no presente perfeito ou no pret&eacute;rito perfeito.&eacute; importante voc&ecirc; perceber que nos exemplos apresentados a tradu&ccedil;&atilde;o literal dessa forma verbal (ter + verbo no partic&iacute;pio passado), comumente feita por falantes de portugu&ecirc;s, n&atilde;o faria sentido.<br/>Exemplo: no primeiro par&aacute;grafo do texto a ora&ccedil;&atilde;o &ldquo;AFTER SIX YEARS&#8242; WORK THE WALL PAINTINGS IN ONE OF EGYPT&#8242;S MOST BEAUTIFULLY DECORATED TOMBS <em>HAVE BEEN RESTORED</em> TO THEIR FORMER GLORY&rdquo;, o verbo n&atilde;o pode ser traduzido por &ldquo;<em>t&ecirc;m sido restauradas</em> a sua gl&oacute;ria anterior..&rdquo;, pois n&atilde;o faria sentido no contexto, j&aacute; que &eacute; uma a&ccedil;&atilde;o j&aacute; conclu&iacute;da e n&atilde;o em processo.<br/><br/>A <a href="#broken" width='400' trans='6. Voc&ecirc; encontra abaixo duas formas verbais distintas. A tradu&ccedil;&atilde;o de ambas para o portugu&ecirc;s &eacute; feita, na maioria das vezes, no pret&eacute;rio perfeito do indicativo. Por que voc&ecirc; acha que h&aacute; dois tempos verbais diferentes para expressar o pret&eacute;rito perfeito do indicativo do portugu&ecirc;s?'>quest&atilde;o 6</a> chamou sua aten&ccedil;&atilde;o para a fun&ccedil;&atilde;o do <em>present perfect</em> no texto lido. Os tempos verbais, em geral, cumprem fun&ccedil;&otilde;es bastante espec&iacute;ficas na constru&ccedil;&atilde;o da informa&ccedil;&atilde;o textual. Estar alerta para estas fun&ccedil;&otilde;es pode ajud&aacute;-lo a compreender o texto de uma forma mais precisa.<br/><br/><br/> Por exemplo:<br/><br/>a-) 'After six years´ work <em>the wall paintings</em> in one of Egypt´s most beautifully decorated tombs <em>have been restored</em> to their former glory.'<br/><strong>tradu&ccedil;&atilde;o:</strong> <em>as pinturas foram restauradas</em> ...<br/>Isto &eacute; relevante para o momento presente, pois as pinturas est&atilde;o restauradas atualmente para ser admiradas e preservadas.<br/><br/>b-) '<em>A solar-powered monitoring station has been installed</em> to record the daily variations in temperature and humidity.'<br/><strong>tradu&ccedil;&atilde;o:</strong> <em>Uma esta&ccedil;&atilde;o de monitoramento movida a energia solar foi instalada</em>...<br/>Isto &eacute; relevante para o momento presente, pois a esta&ccedil;&atilde;o est&aacute; instalada atualmente, registrando altera&ccedil;&atilde;o de umidade e temperatura.<br/><br/>c-) 'The tomb in which <em>Nefertari was buried</em> will be closed for at least another two years.'<br/><strong>tradu&ccedil;&atilde;o:</strong><em>Nefertari foi sepultada</em>...<br/>Isto &eacute; um fato considerado passado, ou seja, Nefertari foi sepultada em uma determinada &eacute;poca passada (3200 anos atr&aacute;s). Nesse exemplo, o passado simples foi usado para narrar eventos conclu&iacute;dos em uma determinada data passada. Neste texto, estes eventos atuam como pano-de-fundo para contextualizar a informa&ccedil;&atilde;o apresentada (verifique no texto outros exemplos):<br/><em>Was buried</em>, <em>was discovered</em> e <em>was done</em>. "
1;4;"le";1;"Na <a href='#' width='300' trans='Leia o t&iacute;tulo e levante hip&oacute;teses sobre diferentes possibilidades de resposta para a pergunta do t&iacute;tulo.'>atividade de pr&eacute;-leitura</a>, a instru&ccedil;&atilde;o indicou que voc&ecirc; deveria levantar mais de uma hip&oacute;tese sobre o tema. Se voc&ecirc; conseguiu executar essa tarefa, durante a leitura voc&ecirc; precisou verificar no texto qual das hip&oacute;teses era adequada. Nas situa&ccedil;&otilde;es cotidianas de leitura, o leitor, em geral, n&atilde;o constr&oacute;i hip&oacute;teses m&uacute;ltiplas sobre o tema como a tarefa o induziu a fazer. No entanto, mesmo que sua leitura seja orientada por apenas <strong>uma</strong> expectativa geral sobre o tema, voc&ecirc; precisa <strong>tamb&eacute;m</strong> verificar durante a leitura se tal expectativa est&aacute; correta, ou se o texto segue na dire&ccedil;&atilde;o geral esperada. &Eacute; importante estar alerta para este fato, j&aacute; que em l&iacute;ngua estrangeira as dificuldades lingu&iacute;sticas podem induzir a leituras mais superficiais do texto. Nesse tipo de leitura, &eacute; comum o leitor atribuir ao texto o sentido que ele <strong>espera</strong> e ignorar quando o texto contradiz suas expectativas pr&eacute;vias de conte&uacute;do, seguindo o moto: '<em>os trechos que eu n&atilde;o entendo eu pulo e ignoro</em>'."
1;4;"le";2;"Voc&ecirc; s&oacute; poderia responder &agrave; <a href='#' width='300' trans='2. No segundo par&aacute;grafo, ap&oacute;s afirmar que n&atilde;o sente a necessidade de novos programas, o autor faz duas afirma&ccedil;&otilde;es que visam a defender sua imagem frente ao leitor. Primeiro ele nega ser um troglodita e depois afirma que desliza na terceira onda (linhas 12/13). Qual a rela&ccedil;&atilde;o existente entre estas duas coloca&ccedil;&otilde;es?'>quest&atilde;o 2</a> se conhecesse previamente o conceito de &ldquo;Third Wave&rdquo;. S&oacute; a tradu&ccedil;&atilde;o do termo seria insuficiente para a compreens&atilde;o da coloca&ccedil;&atilde;o feita pelo autor. Na leitura de textos em ingl&ecirc;s, o leitor tende a, ingenuamente, atribuir todos os seus problemas de compreens&atilde;o ao seu desconhecimento da l&iacute;ngua. Essa tend&ecirc;ncia ocorre porque o problema da l&iacute;ngua &eacute; muito evidente para ele. Para melhor monitorar a sua compreens&atilde;o de textos em ingl&ecirc;s, &eacute; importante voc&ecirc; tamb&eacute;m estar alerta para o fato de que voc&ecirc; pode n&atilde;o entender um texto (ou partes do texto) por falta de informa&ccedil;&atilde;o pr&eacute;via sobre o assunto que est&aacute; sendo tratado. Neste caso, voc&ecirc; precisa procurar a informa&ccedil;&atilde;o que lhe falta fora do texto lido. "
